Resumen Busqueda:-
Tiempos de Busquedas:-
Ciclo Busqueda; Tiempo; Resultado-
1862;4;si-
1863;5;no-
1864;4;no-
1865;5;no-
1866;4;no-
1867;5;no-
1868;4;no-
1869;4;no-
1870;5;no-
1871;4;no-
1872;4;si-
1873;4;no-
1874;4;no-
1875;5;no-
1876;4;no-
1877;4;si-
1878;4;no-
1879;5;no-
1880;5;no-
1881;4;si-
1882;4;si-
1883;4;no-
1884;4;no-
1885;5;no-
1886;4;no-
1887;4;no-
1888;4;no-
1889;4;no-
1890;4;si-
1891;4;si-
1892;5;no-
1893;4;no-
1894;4;no-
1895;5;no-
1896;4;no-
1897;5;no-
1898;5;si-
1899;5;no-
1900;5;no-
1901;5;no-
1902;4;si-
1903;5;no-
1904;4;si-
1905;4;si-
1906;5;no-
1907;4;si-
1908;4;si-
1909;5;si-
1910;5;no-
1911;4;no-
1912;5;si-
1913;4;si-
1914;4;no-
1915;5;si-
1916;4;no-
1917;4;si-
1918;4;si-
1919;5;no-
1920;4;no-
1921;5;no-
1922;5;si-
1923;4;no-
1924;4;no-
1925;4;no-
1926;5;no-
1927;4;no-
1928;4;no-
1929;4;no-
1930;5;no-
1931;4;no-
1932;5;no-
1933;4;no-
1934;5;si-
1935;4;si-
1936;5;no-
1937;5;no-
1938;4;no-
1939;5;no-
1940;4;no-
1941;5;no-
1942;4;no-
1943;5;si-
1944;5;no-
1945;4;no-
1946;4;no-
1947;5;si-
1948;4;no-
1949;5;no-
1950;4;no-
1951;5;no-
1952;4;si-
1953;4;no-
1954;4;no-
1955;5;no-
1956;5;si-
1957;4;no-
1958;5;si-
1959;4;no-
1960;4;no-
1961;5;si-
1962;4;no-
1963;5;no-
1964;5;no-
1965;5;no-
1966;4;no-
1967;5;no-
1968;4;no-
1969;4;no-
1970;5;no-
1971;4;no-
1972;5;si-
1973;5;si-
1974;4;no-
1975;5;no-
1976;4;no-
1977;4;no-
1978;5;si-
1979;5;no-
1980;4;no-
1981;4;si-
1982;5;no-
1983;4;no-
1984;4;si-
1985;5;no-
1986;5;no-
1987;5;si-
1988;4;no-
1989;4;si-
1990;5;si-
1991;4;si-
1992;4;si-
1993;5;no-
1994;4;no-
1995;5;no-
1996;5;si-
1997;4;si-
1998;4;no-
1999;5;no-
2000;4;no-
2001;5;si-
2002;4;si-
2003;5;si-
2004;4;no-
2005;5;si-
2006;5;no-
2007;4;si-
2008;5;no-
2009;4;no-
2010;5;si-
2011;5;si-
2012;4;si-
2013;4;no-
2014;5;no-
2015;4;si-
2016;4;no-
2017;5;no-
2018;5;no-
2019;4;no-
2020;5;no-
2021;4;no-
2022;5;no-
2023;4;no-
2024;4;si-
2025;5;si-
2026;5;no-
2027;4;no-
2028;4;no-
2029;5;no-
2030;5;no-
2031;4;no-
2032;5;no-
2033;5;no-
2034;4;no-
2035;5;no-
2036;4;no-
2037;5;no-
2038;5;si-
2039;4;si-
2040;4;no-
2041;5;no-
2042;4;no-
2043;4;no-
2044;5;no-
2045;4;no-
2046;5;no-
2047;4;si-
2048;4;no-
2049;5;no-
2050;4;no-
2051;4;si-
2052;5;no-
2053;4;no-
2054;4;no-
2055;5;no-
2056;4;no-
2057;4;no-
2058;5;no-
2059;5;si-
2060;4;no-
2061;5;no-
2062;4;no-
2063;4;si-
2064;4;no-
2065;5;si-
2066;4;si-
2067;4;no-
2068;5;si-
2069;5;no-
2070;4;si-
2071;5;no-
2072;4;no-
2073;5;no-
2074;4;no-
2075;4;no-
2076;5;si-
2077;5;si-
2078;4;si-
2079;5;no-
2080;4;no-
2081;4;no-
2082;5;si-
2083;4;no-
2084;4;no-
2085;5;no-
2086;4;no-
2087;4;no-
2088;5;no-
2089;4;si-
2090;4;no-
2091;5;no-
2092;4;no-
2093;4;no-
2094;5;si-
2095;4;no-
2096;4;no-
2097;5;si-
2098;4;no-
2099;4;no-
2100;5;no-
2101;4;no-
2102;4;no-
2103;5;no-
2104;4;no-
2105;5;si-
2106;5;si-
2107;4;si-
2108;4;si-
2109;5;si-
2110;4;si-
2111;4;si-
2112;5;si-
2113;4;no-
2114;4;no-
2115;4;no-
2116;4;no-
2117;5;no-
2118;4;no-
2119;4;si-
2120;5;no-
2121;4;no-
2122;5;no-
2123;5;si-
2124;5;si-
2125;4;no-
2126;5;no-
2127;4;no-
2128;4;si-
2129;4;si-
2130;5;no-
2131;4;no-
2132;5;si-
2133;4;no-
2134;5;no-
2135;4;no-
2136;4;si-
2137;5;no-
2138;4;no-
2139;4;no-
2140;5;no-
2141;4;si-
2142;5;no-
2143;4;si-
2144;4;si-
2145;5;no-
2146;2;si-
2147;5;no-
2148;4;no-
2149;5;si-
2150;4;no-
2151;5;si-
2152;4;no-
2153;4;no-
2154;5;no-
2155;4;no-
2156;4;no-
2157;4;no-
2158;5;si-
2159;5;no-
2160;4;si-
2161;4;si-
2162;4;si-
2163;4;si-
2164;5;no-
2165;4;no-
2166;4;no-
2167;4;no-
2168;4;si-
2169;4;no-
2170;4;no-
2171;5;no-
2172;3;si-
2173;4;no-
2174;4;no-
2175;5;si-
2176;4;no-
2177;5;no-
2178;4;si-
2179;4;si-
2180;4;no-
2181;4;no-
2182;5;no-
2183;4;si-
2184;4;no-
2185;5;no-
2186;4;no-
2187;5;no-
2188;5;no-
2189;4;si-
2190;4;no-
2191;5;si-
2192;4;no-
2193;5;no-
2194;4;no-
2195;4;si-
2196;5;no-
2197;4;si-
2198;5;no-
2199;5;no-
2200;5;si-
2201;4;no-
2202;5;no-
2203;4;no-
2204;4;si-
2205;5;no-
2206;4;no-
2207;4;si-
2208;5;no-
2209;4;no-
2210;5;no-
2211;4;no-
2212;4;no-
2213;4;no-
2214;4;no-
2215;5;si-
2216;4;no-
2217;4;no-
2218;5;no-
2219;5;no-
2220;4;no-
2221;4;no-
2222;4;no-
2223;4;no-
2224;5;no-
2225;4;si-
2226;4;si-
2227;4;si-
2228;4;no-
2229;4;no-
2230;5;no-
2231;4;no-
2232;4;no-
2233;4;si-
2234;4;no-
2235;5;si-
2236;5;si-
2237;4;si-
2238;4;no-
2239;5;si-
2240;4;no-
2241;5;no-
2242;4;no-
2243;5;no-
2244;5;no-
2245;4;si-
2246;4;no-
2247;5;no-
2248;4;no-
2249;5;no-
2250;5;no-
2251;5;no-
2252;4;no-
2253;5;no-
2254;5;no-
2255;4;si-
2256;4;no-
2257;5;si-
2258;5;no-
2259;4;si-
2260;5;si-
2261;5;no-
2262;4;no-
2263;4;si-
2264;5;no-
2265;5;no-
2266;4;si-
2267;4;no-
2268;5;si-
2269;4;si-
2270;4;si-
2271;4;no-
2272;5;no-
2273;4;no-
2274;5;no-
2275;4;no-
2276;4;no-
2277;4;no-
2278;4;no-
2279;5;no-
2280;4;si-
2281;4;no-
2282;5;no-
2283;5;no-
2284;4;no-
2285;4;no-
2286;4;no-
2287;5;no-
2288;4;no-
2289;4;no-
2290;4;si-
2291;4;no-
2292;4;no-
2293;4;no-
2294;4;no-
2295;4;si-
2296;4;si-
2297;4;no-
2298;4;si-
2299;4;no-
2300;5;no-
2301;5;si-
2302;4;no-
2303;5;si-
2304;4;si-
2305;4;si-
2306;4;no-
2307;5;no-
2308;5;no-
2309;4;si-
2310;5;no-
2311;4;si-
2312;4;no-
2313;4;no-
2314;4;si-
2315;4;si-
2316;4;no-
2317;5;no-
2318;6;no-
2319;5;no-
2320;5;no-
2321;5;no-
2322;6;si-
2323;5;no-
2324;6;no-
2325;6;no-
2326;5;no-
2327;6;no-
2328;5;si-
2329;6;no-
2330;6;no-
2331;5;si-
2332;4;no-
2333;5;no-
2334;4;no-
2335;4;no-
2336;4;si-
2337;5;si-
2338;4;no-
2339;5;no-
2340;4;no-
2341;4;no-
2342;5;si-
2343;4;no-
2344;4;no-
2345;5;si-
2346;4;si-
2347;5;no-
2348;5;no-
2349;5;no-
2350;4;si-
2351;5;si-
2352;4;no-
2353;5;si-
2354;4;no-
2355;5;no-
2356;4;no-
2357;4;no-
2358;4;si-
2359;5;si-
2360;5;no-
2361;4;si-
2362;4;si-
2363;5;no-
2364;4;no-
2365;4;si-
2366;5;no-
2367;4;si-
2368;4;si-
2369;4;si-
2370;5;no-
2371;4;si-
2372;4;si-
2373;5;no-
2374;4;no-
2375;5;no-
2376;5;no-
2377;4;no-
2378;5;no-
2379;4;si-
2380;4;si-
2381;4;no-
2382;4;no-
2383;5;no-
2384;5;no-
2385;4;no-
2386;5;no-
2387;4;si-
2388;5;si-
2389;4;no-
2390;5;si-
2391;4;no-
2392;5;si-
2393;4;no-
2394;5;no-
2395;4;no-
2396;4;no-
2397;5;no-
2398;5;no-
2399;4;no-
2400;4;no-
2401;5;no-
2402;4;no-
2403;4;si-
2404;4;no-
2405;4;no-
2406;5;no-
2407;4;no-
2408;4;no-
2409;4;si-
2410;4;no-
2411;4;no-
2412;4;no-
2413;4;no-
2414;6;no-
2415;4;no-
2416;4;si-
2417;5;no-
2418;4;si-
2419;4;si-
2420;4;si-
2421;5;no-
2422;4;si-
2423;5;no-
2424;4;no-
2425;5;si-
2426;4;si-
2427;4;si-
2428;5;no-
2429;4;no-
2430;4;no-
2431;4;no-
2432;4;si-
2433;4;no-
2434;5;no-
2435;4;no-
2436;4;si-
2437;4;no-
2438;4;si-
2439;4;no-
2440;5;no-
2441;4;no-
2442;5;si-
2443;4;si-
2444;5;no-
2445;4;no-
2446;4;no-
2447;5;si-
2448;4;no-
2449;4;no-
2450;5;si-
2451;4;no-
2452;5;no-
2453;5;si-
2454;4;si-
2455;4;no-
2456;5;no-
2457;4;no-
2458;4;no-
2459;5;no-
2460;4;no-
2461;5;no-
2462;4;no-
2463;4;no-
2464;5;si-
2465;5;si-
2466;4;si-
2467;5;no-
2468;4;no-
2469;5;no-
2470;4;si-
2471;4;no-
2472;4;no-
2473;5;no-
2474;4;no-
2475;5;no-
2476;4;no-
2477;4;no-
2478;4;no-
2479;5;no-
2480;5;no-
2481;4;no-
2482;5;no-
2483;4;no-
2484;5;no-
2485;4;no-
2486;5;no-
2487;5;no-
2488;5;si-
2489;4;no-
2490;5;no-
2491;4;si-
2492;5;no-
2493;4;no-
2494;5;no-
2495;5;no-
2496;4;no-
2497;5;no-
2498;4;si-
2499;4;no-
2500;4;si-
2501;4;no-
2502;4;si-
2503;4;no-
2504;5;no-
2505;5;no-
2506;4;no-
2507;5;no-
2508;4;no-
2509;4;no-
2510;4;no-
2511;5;no-
2512;4;si-
2513;5;no-
2514;5;si-
2515;4;no-
2516;4;no-
2517;5;si-
2518;4;no-
2519;4;no-
2520;5;no-
2521;4;si-
2522;4;si-
2523;5;si-
2524;5;no-
2525;4;no-
2526;5;no-
2527;4;no-
2528;4;no-
2529;4;no-
2530;5;no-
2531;4;no-
2532;4;no-
2533;5;si-
2534;4;no-
2535;6;no-
2536;4;si-
2537;5;no-
2538;4;no-
2539;4;no-
2540;5;no-
2541;4;no-
2542;4;si-
2543;4;si-
2544;4;si-
2545;4;no-
2546;5;no-
2547;4;no-
2548;4;no-
2549;5;no-
2550;4;si-
2551;4;no-
2552;5;no-
2553;4;si-
2554;5;no-
2555;4;no-
2556;4;no-
2557;5;no-
2558;4;si-
2559;5;no-
2560;4;no-
2561;4;no-
2562;5;no-
2563;4;no-
2564;5;si-
2565;4;no-
2566;4;no-
2567;4;no-
2568;5;no-
2569;4;no-
2570;5;no-
2571;4;si-
2572;5;si-
2573;5;no-
2574;5;si-
2575;5;no-
2576;5;no-
2577;5;no-
2578;4;no-
2579;5;no-
2580;5;no-
2581;1;si-
2582;5;si-
2583;4;si-
2584;4;si-
2585;5;no-
2586;4;no-
2587;4;no-
2588;5;si-
2589;4;no-
2590;4;no-
2591;4;no-
2592;5;no-
2593;5;si-
2594;4;no-
2595;5;no-
2596;4;si-
2597;4;si-
2598;4;no-
2599;5;no-
2600;4;si-
2601;4;si-
2602;4;no-
2603;5;no-
2604;5;si-
2605;4;no-
2606;4;no-
2607;5;no-
2608;4;no-
2609;4;no-
2610;4;si-
2611;4;no-
2612;4;si-
2613;4;no-
2614;4;si-
2615;5;si-
2616;4;no-
2617;4;si-
2618;4;no-
2619;4;si-
2620;4;si-
2621;4;no-
2622;4;no-
2623;5;si-
2624;5;si-
2625;4;no-
2626;5;no-
2627;4;no-
2628;4;si-
2629;1;si-
2630;4;no-
2631;4;no-
2632;5;si-
2633;4;no-
2634;5;no-
2635;4;no-
2636;5;no-
2637;4;no-
2638;4;si-
2639;5;si-
2640;5;no-
2641;4;no-
2642;5;no-
2643;4;si-
2644;5;no-
2645;4;si-
2646;4;no-
2647;5;no-
2648;4;no-
2649;5;no-
2650;5;no-
2651;4;no-
2652;5;no-
2653;4;no-
2654;5;si-
2655;4;no-
2656;5;no-
2657;5;no-
2658;4;no-
2659;4;no-
2660;4;no-
2661;4;no-
2662;4;no-
2663;4;no-
2664;4;no-
2665;4;si-
2666;4;no-
2667;4;si-
2668;6;no-
2669;4;si-
2670;5;no-
2671;4;no-
2672;5;no-
2673;4;no-
2674;4;no-
2675;5;si-
2676;4;no-
2677;4;no-
2678;4;no-
2679;5;no-
2680;5;no-
2681;4;si-
2682;4;no-
2683;4;no-
2684;5;si-
2685;4;no-
2686;5;si-
2687;4;no-
2688;4;no-
2689;5;no-
2690;4;no-
2691;5;no-
2692;4;no-
2693;4;no-
2694;4;si-
2695;5;no-
2696;4;si-
2697;5;no-
2698;4;no-
2699;4;si-
2700;5;no-
2701;4;si-
2702;4;si-
2703;5;no-
2704;5;no-
2705;4;si-
2706;4;si-
2707;5;no-
2708;4;no-
2709;5;no-
2710;4;no-
2711;5;no-
2712;5;no-
2713;4;no-
2714;4;no-
2715;5;si-
2716;5;no-
2717;4;no-
2718;4;no-
2719;4;si-
2720;2;si-
2721;4;no-
2722;4;no-
2723;4;no-
2724;4;si-
2725;5;no-
2726;4;no-
2727;4;si-
2728;4;no-
2729;4;si-
2730;4;no-
2731;4;si-
2732;4;no-
2733;4;si-
2734;5;si-
2735;5;no-
2736;4;si-
2737;4;si-
2738;5;si-
2739;4;no-
2740;4;no-
2741;4;si-
2742;5;no-
2743;4;no-
2744;5;no-
2745;4;no-
2746;4;no-
2747;5;no-
2748;4;no-
2749;4;si-
2750;4;no-
2751;5;no-
2752;4;no-
2753;4;no-
2754;4;si-
2755;5;no-
2756;5;no-
2757;4;no-
2758;4;no-
2759;4;no-
2760;4;si-
2761;5;no-
2762;4;no-
2763;4;no-
2764;4;si-
2765;4;si-
2766;4;no-
2767;4;no-
2768;5;no-
2769;4;no-
2770;4;si-
2771;4;no-
2772;4;si-
2773;4;no-
2774;4;si-
2775;5;no-
2776;4;no-
2777;5;no-
2778;5;no-
2779;5;no-
2780;4;no-
2781;4;no-
2782;4;si-
2783;5;no-
2784;4;no-
2785;4;si-
2786;5;no-
2787;4;no-
2788;5;no-
2789;4;no-
2790;5;si-
2791;4;no-
2792;5;si-
2793;4;no-
2794;4;no-
2795;4;no-
2796;4;no-
2797;4;no-
2798;5;no-
2799;4;no-
2800;4;si-
2801;4;no-
2802;5;no-
2803;4;no-
2804;5;si-
2805;5;no-
2806;5;si-
2807;5;si-
2808;4;no-
2809;5;si-
2810;4;no-
2811;4;si-
2812;5;si-
2813;4;si-
2814;5;no-
2815;4;si-
2816;5;no-
2817;4;no-
2818;4;si-
2819;5;si-
2820;5;no-
2821;4;no-
2822;5;no-
2823;4;si-
2824;5;no-
2825;4;no-
2826;5;no-
2827;4;no-
2828;4;no-
2829;4;si-
2830;4;no-
2831;4;si-
2832;5;si-
2833;4;si-
2834;5;si-
2835;4;no-
2836;5;no-
2837;4;no-
2838;4;no-
2839;4;no-
2840;5;no-
2841;4;no-
2842;4;no-
2843;4;no-
2844;4;no-
2845;4;no-
2846;4;no-
2847;5;no-
2848;5;no-
2849;4;no-
2850;4;si-
2851;4;no-
2852;5;no-
2853;4;no-
2854;4;no-
2855;4;no-
2856;4;si-
2857;4;no-
2858;5;no-
2859;5;no-
2860;4;si-
2861;5;no-
2862;5;no-
2863;4;si-
2864;4;no-
2865;4;no-
2866;5;no-
2867;4;no-
2868;4;si-
2869;4;no-
2870;5;si-
2871;4;no-
2872;4;no-
2873;5;no-
2874;4;si-
2875;4;no-
2876;4;si-
2877;5;no-
2878;4;no-
2879;4;no-
2880;4;si-
2881;4;no-
2882;5;no-
2883;4;no-
2884;5;no-
2885;5;no-
2886;4;no-
2887;4;no-
2888;5;no-
2889;4;no-
2890;4;si-
2891;5;no-
2892;5;no-
2893;5;no-
2894;4;si-
2895;5;no-
2896;4;no-
2897;4;no-
2898;4;no-
2899;4;si-
2900;4;si-
2901;4;no-
2902;5;si-
2903;4;no-
2904;4;si-
2905;4;no-
2906;4;no-
2907;4;no-
2908;5;no-
2909;4;no-
2910;4;no-
2911;4;no-
2912;4;no-
2913;4;no-
2914;4;no-
2915;4;no-
2916;5;no-
2917;5;no-
2918;4;si-
2919;5;no-
2920;5;no-
2921;4;no-
2922;4;no-
2923;4;no-
2924;4;no-
2925;5;no-
2926;5;si-
2927;4;no-
2928;5;si-
2929;4;no-
2930;5;no-
2931;4;no-
2932;5;no-
2933;4;no-
2934;4;si-
2935;4;si-
2936;5;no-
2937;5;no-
2938;4;no-
2939;4;no-
2940;5;no-
2941;4;no-
2942;4;no-
2943;5;no-
2944;4;si-
2945;4;si-
2946;5;no-
2947;5;si-
2948;4;si-
2949;4;no-
2950;5;no-
2951;5;si-
2952;4;no-
2953;5;no-
2954;5;no-
2955;4;si-
2956;5;no-
2957;4;no-
2958;4;no-
2959;6;no-
2960;4;si-
2961;5;no-
2962;4;no-
2963;4;no-
2964;4;no-
2965;5;si-
2966;4;no-
2967;4;si-
2968;4;no-
2969;4;no-
2970;4;no-
2971;4;no-
2972;4;no-
2973;5;no-
2974;4;no-
2975;5;no-
2976;4;no-
2977;4;no-
2978;4;no-
2979;4;si-
2980;4;no-
2981;5;no-
2982;4;no-
2983;4;no-
2984;5;si-
2985;4;no-
2986;5;no-
2987;4;si-
2988;4;no-
2989;4;si-
2990;5;no-
2991;4;no-
2992;4;si-
2993;5;no-
2994;4;no-
2995;4;no-
2996;5;si-
2997;4;si-
2998;4;si-
2999;4;no-
3000;4;si-
3001;5;si-
3002;4;no-
3003;5;si-
3004;5;no-
3005;5;no-
3006;4;si-
3007;5;si-
3008;4;no-
3009;4;si-
3010;5;si-
3011;4;si-
3012;4;no-
3013;4;no-
3014;5;no-
3015;5;no-
3016;4;no-
3017;4;no-
3018;4;no-
3019;4;no-
3020;4;no-
3021;4;si-
3022;5;no-
3023;4;no-
3024;4;no-
3025;5;no-
3026;4;no-
3027;5;no-
3028;4;si-
3029;4;no-
3030;4;no-
3031;5;si-
3032;4;si-
3033;5;no-
3034;5;si-
3035;5;no-
3036;4;si-
3037;5;no-
3038;5;no-
3039;5;si-
3040;4;no-
3041;4;no-
3042;5;no-
3043;4;si-
3044;5;si-
3045;4;si-
3046;4;si-
3047;5;no-
3048;4;si-
3049;5;si-
3050;5;no-
3051;5;no-
3052;4;no-
3053;5;si-
3054;4;no-
3055;4;no-
3056;5;no-
3057;4;no-
3058;4;no-
3059;5;no-
3060;4;si-
3061;4;no-
3062;4;si-
3063;5;no-
3064;4;no-
3065;4;no-
3066;4;no-
3067;5;no-
3068;4;no-
3069;4;no-
3070;4;no-
3071;5;no-
3072;4;no-
3073;4;no-
3074;4;no-
3075;4;si-
3076;4;no-
3077;5;si-
3078;5;si-
3079;4;no-
3080;4;no-
3081;4;no-
3082;4;no-
3083;4;no-
3084;4;si-
3085;5;no-
3086;4;si-
3087;4;si-
3088;4;si-
3089;4;no-
3090;4;no-
3091;5;si-
3092;5;si-
3093;4;no-
3094;4;no-
3095;4;no-
3096;5;no-
3097;4;si-
3098;4;no-
3099;5;no-
3100;5;si-
3101;4;no-
3102;4;no-
3103;5;no-
3104;4;no-
3105;4;si-
3106;5;no-
3107;4;no-
3108;4;no-
3109;4;no-
3110;5;no-
3111;4;si-
3112;5;si-
3113;4;no-
3114;5;no-
3115;4;si-
3116;4;no-
3117;4;si-
3118;4;no-
3119;4;no-
3120;4;no-
3121;5;si-
3122;4;si-
3123;5;no-
3124;4;no-
3125;5;no-
3126;4;si-
3127;4;si-
3128;4;no-
3129;4;no-
3130;5;no-
3131;4;no-
3132;5;no-
3133;5;no-
3134;4;no-
3135;5;no-
3136;4;si-
3137;4;si-
3138;4;no-
3139;4;no-
3140;5;no-
3141;5;no-
3142;4;no-
3143;5;no-
3144;5;no-
3145;4;si-
3146;4;no-
3147;5;si-
3148;4;no-
3149;4;no-
3150;4;no-
3151;5;no-
3152;5;si-
3153;4;no-
3154;4;no-
3155;5;no-
3156;4;si-
3157;4;si-
3158;5;si-
3159;3;si-
3160;4;no-
3161;4;si-
3162;4;no-
3163;5;si-
3164;5;no-
3165;4;no-
3166;5;si-
3167;4;no-
3168;5;si-
3169;4;no-
3170;5;no-
3171;5;no-
3172;4;no-
3173;5;no-
3174;5;no-
3175;4;no-
3176;5;si-
3177;4;si-
3178;5;si-
3179;4;no-
3180;5;no-
3181;4;no-
3182;5;no-
3183;5;no-
3184;4;no-
3185;4;no-
3186;4;si-
3187;5;no-
3188;4;no-
3189;4;si-
3190;5;si-
3191;4;no-
3192;5;si-
3193;5;no-
3194;4;no-
3195;5;no-
3196;4;si-
3197;4;no-
3198;5;no-
3199;4;si-
3200;5;no-
3201;4;no-
3202;5;no-
3203;4;no-
3204;4;no-
3205;5;no-
3206;4;no-
3207;5;no-
3208;4;si-
3209;4;si-
3210;4;no-
3211;4;no-
3212;4;si-
3213;4;no-
3214;4;no-
3215;4;no-
3216;5;no-
3217;5;no-
3218;4;si-
3219;4;no-
3220;5;no-
3221;4;no-
3222;4;no-
3223;5;no-
3224;4;si-
3225;4;no-
3226;5;no-
3227;5;no-
3228;4;si-
3229;4;no-
3230;5;no-
3231;4;si-
3232;4;si-
3233;5;no-
3234;4;si-
3235;5;no-
3236;4;si-
3237;5;no-
3238;4;no-
3239;5;si-
3240;4;no-
3241;5;no-
3242;4;no-
3243;5;no-
3244;4;si-
3245;4;si-
3246;4;si-
3247;4;no-
3248;4;si-
3249;4;no-
3250;4;si-
3251;4;no-
3252;4;no-
3253;5;no-
3254;4;no-
3255;4;no-
3256;4;no-
3257;5;no-
3258;5;no-
3259;4;no-
3260;5;no-
3261;5;no-
3262;4;no-
3263;5;no-
3264;4;no-
3265;4;no-
3266;5;no-
3267;4;no-
3268;4;no-
3269;4;no-
3270;5;no-
3271;4;no-
3272;4;si-
3273;4;si-
3274;4;no-
3275;5;no-
3276;4;no-
3277;4;no-
3278;4;no-
3279;5;no-
3280;5;no-
3281;5;si-
3282;4;no-
3283;6;no-
3284;4;no-
3285;4;no-
3286;4;no-
3287;4;si-
3288;5;no-
3289;5;no-
3290;5;no-
3291;4;no-
3292;4;no-
3293;5;no-
3294;5;si-
3295;4;no-
3296;4;no-
3297;4;no-
3298;4;no-
3299;4;no-
3300;4;no-
3301;5;no-
3302;4;si-
3303;5;si-
3304;4;si-
3305;5;si-
3306;4;no-
3307;5;no-
3308;4;no-
3309;4;si-
3310;5;si-
3311;4;no-
3312;4;si-
3313;4;no-
3314;4;no-
3315;4;no-
3316;5;no-
3317;4;no-
3318;4;no-
3319;4;no-
3320;4;si-
3321;4;no-
3322;4;no-
3323;4;no-
3324;5;no-
3325;4;no-
3326;4;no-
3327;4;no-
3328;4;no-
3329;4;no-
3330;5;no-
3331;5;no-
3332;4;no-
3333;4;no-
3334;4;no-
3335;4;no-
3336;4;no-
3337;5;si-
3338;4;no-
3339;4;si-
3340;4;no-
3341;4;no-
3342;5;no-
3343;4;no-
3344;5;no-
3345;4;no-
3346;5;si-
3347;4;no-
3348;4;no-
3349;5;no-
3350;4;no-
3351;5;no-
3352;4;si-
3353;5;no-
3354;4;si-
3355;4;no-
3356;4;no-
3357;4;no-
3358;5;no-
3359;4;no-
3360;4;si-
3361;4;no-
3362;4;no-
3363;4;no-
3364;4;no-
3365;5;si-
3366;5;si-
3367;4;si-
3368;5;no-
3369;4;si-
3370;4;si-
3371;4;si-
3372;4;no-
3373;5;no-
3374;4;no-
3375;5;no-
3376;5;no-
3377;4;no-
3378;4;no-
3379;5;si-
3380;5;no-
3381;4;no-
3382;4;no-
3383;4;no-
3384;5;si-
3385;4;no-
3386;4;no-
3387;5;no-
3388;4;no-
3389;4;si-
3390;5;si-
3391;5;si-
3392;4;si-
3393;5;si-
3394;4;no-
3395;5;no-
3396;4;si-
3397;4;no-
3398;4;no-
3399;5;no-
3400;4;si-
3401;4;si-
3402;4;no-
3403;5;no-
3404;5;no-
3405;4;no-
3406;4;no-
3407;5;no-
3408;4;no-
3409;4;no-
3410;4;si-
3411;4;no-
3412;4;si-
3413;4;no-
3414;4;si-
3415;5;no-
3416;4;no-
3417;4;si-
3418;4;no-
3419;5;no-
3420;4;no-
3421;4;no-
3422;4;no-
3423;5;no-
3424;4;no-
3425;4;no-
3426;4;no-
3427;4;no-
3428;5;no-
3429;4;no-
3430;4;no-
3431;4;no-
3432;4;si-
3433;4;no-
3434;5;no-
3435;5;si-
3436;4;no-
3437;4;no-
3438;4;no-
3439;4;no-
3440;5;si-
3441;4;no-
3442;5;si-
3443;4;no-
3444;4;si-
3445;5;no-
3446;4;no-
3447;5;no-
3448;5;no-
3449;4;no-
3450;4;si-
3451;4;no-
3452;5;no-
3453;4;no-
3454;4;no-
3455;6;no-
3456;4;si-
3457;5;no-
3458;4;si-
3459;4;no-
3460;5;no-
3461;4;no-
3462;5;no-
3463;4;no-
3464;5;si-
3465;4;no-
3466;4;si-
3467;5;no-
3468;4;no-
3469;4;si-
3470;5;no-
3471;4;no-
3472;4;si-
3473;5;no-
3474;4;no-
3475;4;no-
3476;5;no-
3477;4;si-
3478;4;no-
3479;4;no-
3480;4;no-
3481;4;si-
3482;5;si-
3483;4;no-
3484;4;si-
3485;5;no-
3486;5;no-
3487;4;no-
3488;5;si-
3489;5;no-
3490;5;si-
3491;5;si-
3492;5;no-
3493;4;no-
3494;5;si-
3495;4;si-
3496;5;si-
3497;4;no-
3498;5;si-
3499;5;no-
3500;4;no-
3501;5;no-
3502;4;no-
3503;5;no-
3504;4;no-
3505;4;si-
3506;6;no-
3507;4;si-
3508;4;si-
3509;4;no-
3510;2;si-
3511;6;no-
3512;4;no-
3513;4;si-
3514;5;no-
3515;5;no-
3516;4;no-
3517;4;si-
3518;5;si-
3519;4;no-
3520;4;si-
3521;4;no-
3522;5;no-
3523;4;no-
3524;4;no-
3525;4;no-
3526;5;no-
3527;4;no-
3528;4;si-
3529;4;no-
3530;4;no-
3531;4;si-
3532;4;si-
3533;4;no-
3534;5;si-
3535;5;no-
3536;4;no-
3537;4;no-
3538;5;no-
3539;4;no-
3540;4;si-
3541;4;no-
3542;4;si-
3543;4;no-
3544;4;no-
3545;5;no-
3546;5;no-
3547;4;si-
3548;4;si-
3549;4;no-
3550;5;no-
3551;4;si-
3552;4;no-
3553;4;no-
3554;4;si-
3555;4;si-
3556;5;no-
3557;4;si-
3558;5;si-
3559;5;si-
3560;4;si-
3561;4;no-
3562;4;no-
3563;4;si-
3564;4;no-
3565;5;no-
3566;4;no-
3567;4;no-
3568;4;no-
3569;5;no-
3570;4;no-
3571;5;si-
3572;4;si-
3573;4;si-
3574;5;si-
3575;4;no-
3576;4;no-
3577;4;no-
3578;5;no-
3579;4;si-
3580;4;no-
3581;4;si-
3582;4;no-
3583;4;no-
3584;4;si-
3585;4;si-
3586;4;no-
3587;4;no-
3588;4;si-
3589;4;si-
3590;4;si-
3591;5;no-
3592;5;no-
3593;4;si-
3594;3;si-
3595;4;no-
3596;4;no-
3597;4;no-
3598;4;no-
3599;4;si-
3600;5;no-
3601;4;no-
3602;4;no-
3603;4;si-
3604;5;si-
