Resumen Busqueda:-
Tiempos de Busquedas:-
Ciclo Busqueda; Tiempo; Resultado-
1862;10;si-
1863;9;no-
1864;10;no-
1865;9;no-
1866;9;no-
1867;9;no-
1868;9;no-
1869;9;no-
1870;9;no-
1871;9;no-
1872;9;si-
1873;9;no-
1874;9;no-
1875;10;no-
1876;8;no-
1877;10;si-
1878;9;no-
1879;9;no-
1880;9;no-
1881;8;si-
1882;10;si-
1883;10;no-
1884;9;no-
1885;9;no-
1886;9;no-
1887;9;no-
1888;10;no-
1889;9;no-
1890;8;si-
1891;9;si-
1892;8;no-
1893;10;no-
1894;9;no-
1895;9;no-
1896;9;no-
1897;8;no-
1898;9;si-
1899;9;no-
1900;9;no-
1901;10;no-
1902;9;si-
1903;10;no-
1904;9;si-
1905;11;si-
1906;10;no-
1907;10;si-
1908;9;si-
1909;9;si-
1910;9;no-
1911;10;no-
1912;9;si-
1913;8;si-
1914;9;no-
1915;9;si-
1916;9;no-
1917;8;si-
1918;9;si-
1919;9;no-
1920;9;no-
1921;9;no-
1922;9;si-
1923;10;no-
1924;9;no-
1925;10;no-
1926;10;no-
1927;9;no-
1928;10;no-
1929;9;no-
1930;10;no-
1931;10;no-
1932;9;no-
1933;10;no-
1934;9;si-
1935;10;si-
1936;9;no-
1937;9;no-
1938;9;no-
1939;10;no-
1940;9;no-
1941;9;no-
1942;9;no-
1943;9;si-
1944;10;no-
1945;9;no-
1946;9;no-
1947;9;si-
1948;9;no-
1949;9;no-
1950;9;no-
1951;9;no-
1952;9;si-
1953;9;no-
1954;9;no-
1955;9;no-
1956;9;si-
1957;9;no-
1958;10;si-
1959;9;no-
1960;10;no-
1961;8;si-
1962;9;no-
1963;9;no-
1964;10;no-
1965;9;no-
1966;8;no-
1967;10;no-
1968;9;no-
1969;9;no-
1970;9;no-
1971;9;no-
1972;9;si-
1973;8;si-
1974;9;no-
1975;10;no-
1976;10;no-
1977;10;no-
1978;10;si-
1979;9;no-
1980;11;no-
1981;12;si-
1982;11;no-
1983;11;no-
1984;9;si-
1985;9;no-
1986;8;no-
1987;10;si-
1988;9;no-
1989;9;si-
1990;9;si-
1991;8;si-
1992;10;si-
1993;9;no-
1994;9;no-
1995;8;no-
1996;9;si-
1997;8;si-
1998;9;no-
1999;9;no-
2000;10;no-
2001;9;si-
2002;9;si-
2003;9;si-
2004;9;no-
2005;9;si-
2006;9;no-
2007;10;si-
2008;8;no-
2009;10;no-
2010;8;si-
2011;10;si-
2012;9;si-
2013;8;no-
2014;9;no-
2015;9;si-
2016;9;no-
2017;8;no-
2018;9;no-
2019;8;no-
2020;10;no-
2021;9;no-
2022;9;no-
2023;9;no-
2024;9;si-
2025;9;si-
2026;9;no-
2027;9;no-
2028;9;no-
2029;9;no-
2030;9;no-
2031;9;no-
2032;9;no-
2033;10;no-
2034;9;no-
2035;9;no-
2036;9;no-
2037;8;no-
2038;9;si-
2039;8;si-
2040;9;no-
2041;9;no-
2042;10;no-
2043;9;no-
2044;9;no-
2045;9;no-
2046;9;no-
2047;8;si-
2048;9;no-
2049;9;no-
2050;9;no-
2051;9;si-
2052;10;no-
2053;9;no-
2054;8;no-
2055;8;no-
2056;9;no-
2057;10;no-
2058;10;no-
2059;9;si-
2060;9;no-
2061;8;no-
2062;10;no-
2063;9;si-
2064;9;no-
2065;9;si-
2066;9;si-
2067;9;no-
2068;9;si-
2069;9;no-
2070;9;si-
2071;10;no-
2072;9;no-
2073;8;no-
2074;9;no-
2075;9;no-
2076;9;si-
2077;9;si-
2078;9;si-
2079;9;no-
2080;9;no-
2081;9;no-
2082;9;si-
2083;9;no-
2084;9;no-
2085;10;no-
2086;8;no-
2087;9;no-
2088;8;no-
2089;9;si-
2090;8;no-
2091;9;no-
2092;9;no-
2093;9;no-
2094;9;si-
2095;9;no-
2096;9;no-
2097;9;si-
2098;10;no-
2099;8;no-
2100;10;no-
2101;9;no-
2102;9;no-
2103;10;no-
2104;9;no-
2105;9;si-
2106;9;si-
2107;9;si-
2108;7;si-
2109;9;si-
2110;9;si-
2111;9;si-
2112;8;si-
2113;9;no-
2114;8;no-
2115;9;no-
2116;9;no-
2117;9;no-
2118;10;no-
2119;8;si-
2120;10;no-
2121;8;no-
2122;8;no-
2123;9;si-
2124;8;si-
2125;10;no-
2126;9;no-
2127;7;si-
2128;9;si-
2129;9;si-
2130;10;no-
2131;8;no-
2132;9;si-
2133;9;no-
2134;9;no-
2135;9;no-
2136;8;si-
2137;9;no-
2138;8;no-
2139;9;no-
2140;8;no-
2141;9;si-
2142;9;no-
2143;9;si-
2144;9;si-
2145;10;no-
2146;2;si-
2147;8;no-
2148;8;no-
2149;8;si-
2150;9;no-
2151;8;si-
2152;9;no-
2153;8;no-
2154;9;no-
2155;9;no-
2156;9;no-
2157;9;no-
2158;9;si-
2159;10;no-
2160;9;si-
2161;8;si-
2162;9;si-
2163;9;si-
2164;9;no-
2165;9;no-
2166;9;no-
2167;9;no-
2168;9;si-
2169;9;no-
2170;9;no-
2171;8;no-
2172;9;si-
2173;8;no-
2174;8;no-
2175;8;si-
2176;8;no-
2177;9;no-
2178;9;si-
2179;8;si-
2180;9;no-
2181;9;no-
2182;9;no-
2183;9;si-
2184;9;no-
2185;8;no-
2186;9;no-
2187;8;no-
2188;9;no-
2189;9;si-
2190;9;no-
2191;8;si-
2192;9;no-
2193;8;no-
2194;9;no-
2195;8;si-
2196;8;no-
2197;9;si-
2198;9;no-
2199;9;no-
2200;9;si-
2201;9;no-
2202;8;no-
2203;9;no-
2204;9;si-
2205;9;no-
2206;8;no-
2207;9;si-
2208;8;no-
2209;9;no-
2210;9;no-
2211;9;no-
2212;10;no-
2213;9;no-
2214;8;no-
2215;10;si-
2216;10;no-
2217;8;no-
2218;9;no-
2219;8;no-
2220;9;no-
2221;8;no-
2222;10;no-
2223;9;no-
2224;9;no-
2225;8;si-
2226;9;si-
2227;9;si-
2228;10;no-
2229;12;no-
2230;10;no-
2231;10;no-
2232;9;no-
2233;10;si-
2234;8;no-
2235;10;si-
2236;8;si-
2237;10;si-
2238;9;no-
2239;9;si-
2240;10;no-
2241;10;no-
2242;10;no-
2243;11;no-
2244;10;no-
2245;10;si-
2246;10;no-
2247;10;no-
2248;11;no-
2249;10;no-
2250;10;no-
2251;10;no-
2252;10;no-
2253;10;no-
2254;10;no-
2255;10;si-
2256;9;no-
2257;10;si-
2258;10;no-
2259;10;si-
2260;9;si-
2261;10;no-
2262;10;no-
2263;9;si-
2264;11;no-
2265;9;no-
2266;9;si-
2267;10;no-
2268;10;si-
2269;10;si-
2270;9;si-
2271;10;no-
2272;9;no-
2273;10;no-
2274;9;no-
2275;10;no-
2276;10;no-
2277;10;no-
2278;9;no-
2279;10;no-
2280;10;si-
2281;10;no-
2282;10;no-
2283;9;no-
2284;9;no-
2285;10;no-
2286;10;no-
2287;10;no-
2288;10;no-
2289;9;no-
2290;10;si-
2291;9;no-
2292;10;no-
2293;10;no-
2294;9;no-
2295;9;si-
2296;9;si-
2297;9;no-
2298;10;si-
2299;9;no-
2300;8;no-
2301;10;si-
2302;9;no-
2303;9;si-
2304;9;si-
2305;9;si-
2306;10;no-
2307;9;no-
2308;10;no-
2309;10;si-
2310;10;no-
2311;9;si-
2312;10;no-
2313;10;no-
2314;9;si-
2315;11;si-
2316;9;no-
2317;10;no-
2318;10;no-
2319;6;si-
2320;12;no-
2321;10;no-
2322;10;si-
2323;10;no-
2324;9;no-
2325;10;no-
2326;10;no-
2327;10;no-
2328;9;si-
2329;10;no-
2330;10;no-
2331;9;si-
2332;10;no-
2333;8;no-
2334;10;no-
2335;10;no-
2336;9;si-
2337;9;si-
2338;8;no-
2339;9;no-
2340;9;no-
2341;10;no-
2342;9;si-
2343;9;no-
2344;9;no-
2345;9;si-
2346;9;si-
2347;8;no-
2348;9;no-
2349;9;no-
2350;10;si-
2351;9;si-
2352;8;no-
2353;10;si-
2354;9;no-
2355;8;no-
2356;9;no-
2357;8;no-
2358;10;si-
2359;8;si-
2360;9;no-
2361;10;si-
2362;8;si-
2363;10;no-
2364;9;no-
2365;9;si-
2366;9;no-
2367;9;si-
2368;9;si-
2369;9;si-
2370;9;no-
2371;9;si-
2372;9;si-
2373;10;no-
2374;10;no-
2375;9;no-
2376;11;no-
2377;10;no-
2378;9;no-
2379;10;si-
2380;10;si-
2381;10;no-
2382;9;no-
2383;10;no-
2384;10;no-
2385;8;no-
2386;11;no-
2387;9;si-
2388;9;si-
2389;9;no-
2390;9;si-
2391;9;no-
2392;10;si-
2393;9;no-
2394;9;no-
2395;9;no-
2396;9;no-
2397;9;no-
2398;10;no-
2399;8;no-
2400;9;no-
2401;10;no-
2402;9;no-
2403;8;si-
2404;9;no-
2405;8;no-
2406;9;no-
2407;9;no-
2408;9;no-
2409;9;si-
2410;9;no-
2411;10;no-
2412;8;no-
2413;9;no-
2414;9;no-
2415;9;no-
2416;8;si-
2417;9;no-
2418;9;si-
2419;9;si-
2420;9;si-
2421;10;no-
2422;9;si-
2423;10;no-
2424;9;no-
2425;8;si-
2426;10;si-
2427;10;si-
2428;9;no-
2429;8;no-
2430;10;no-
2431;9;no-
2432;9;si-
2433;9;no-
2434;9;no-
2435;9;no-
2436;9;si-
2437;10;no-
2438;8;si-
2439;8;no-
2440;9;no-
2441;8;no-
2442;10;si-
2443;9;si-
2444;9;no-
2445;10;no-
2446;8;no-
2447;10;si-
2448;9;no-
2449;9;no-
2450;10;si-
2451;9;no-
2452;9;no-
2453;9;si-
2454;9;si-
2455;9;no-
2456;9;no-
2457;9;no-
2458;9;no-
2459;10;no-
2460;9;no-
2461;8;no-
2462;9;no-
2463;9;no-
2464;9;si-
2465;9;si-
2466;9;si-
2467;9;no-
2468;9;no-
2469;8;no-
2470;8;si-
2471;10;no-
2472;9;no-
2473;9;no-
2474;9;no-
2475;9;no-
2476;9;no-
2477;10;no-
2478;9;no-
2479;8;no-
2480;9;no-
2481;8;no-
2482;9;no-
2483;9;no-
2484;10;no-
2485;9;no-
2486;9;no-
2487;9;no-
2488;9;si-
2489;9;no-
2490;9;no-
2491;10;si-
2492;8;no-
2493;8;no-
2494;9;no-
2495;8;no-
2496;9;no-
2497;8;no-
2498;10;si-
2499;9;no-
2500;9;si-
2501;9;no-
2502;10;si-
2503;9;no-
2504;9;no-
2505;9;no-
2506;9;no-
2507;9;no-
2508;8;no-
2509;10;no-
2510;9;no-
2511;9;no-
2512;8;si-
2513;9;no-
2514;10;si-
2515;9;no-
2516;9;no-
2517;8;si-
2518;9;no-
2519;9;no-
2520;9;no-
2521;8;si-
2522;9;si-
2523;9;si-
2524;9;no-
2525;9;no-
2526;9;no-
2527;9;no-
2528;9;no-
2529;9;no-
2530;9;no-
2531;9;no-
2532;10;no-
2533;9;si-
2534;9;no-
2535;10;no-
2536;9;si-
2537;9;no-
2538;9;no-
2539;10;no-
2540;8;no-
2541;9;no-
2542;9;si-
2543;9;si-
2544;9;si-
2545;9;no-
2546;8;no-
2547;8;no-
2548;9;no-
2549;9;no-
2550;9;si-
2551;9;no-
2552;9;no-
2553;9;si-
2554;9;no-
2555;9;no-
2556;9;no-
2557;9;no-
2558;9;si-
2559;9;no-
2560;9;no-
2561;10;no-
2562;8;no-
2563;10;no-
2564;9;si-
2565;9;no-
2566;8;no-
2567;10;no-
2568;9;no-
2569;8;no-
2570;9;no-
2571;8;si-
2572;9;si-
2573;9;no-
2574;8;si-
2575;9;no-
2576;10;no-
2577;9;no-
2578;8;no-
2579;9;no-
2580;8;no-
2581;1;si-
2582;9;si-
2583;8;si-
2584;9;si-
2585;9;no-
2586;9;no-
2587;10;no-
2588;8;si-
2589;9;no-
2590;9;no-
2591;9;no-
2592;9;no-
2593;9;si-
2594;8;no-
2595;8;no-
2596;9;si-
2597;8;si-
2598;9;no-
2599;9;no-
2600;8;si-
2601;8;si-
2602;9;no-
2603;9;no-
2604;9;si-
2605;9;no-
2606;9;no-
2607;9;no-
2608;9;no-
2609;8;no-
2610;10;si-
2611;9;no-
2612;8;si-
2613;9;si-
2614;9;si-
2615;9;si-
2616;10;no-
2617;9;si-
2618;9;no-
2619;8;si-
2620;9;si-
2621;9;no-
2622;9;no-
2623;9;si-
2624;9;si-
2625;9;no-
2626;8;no-
2627;10;no-
2628;9;si-
2629;1;si-
2630;9;no-
2631;9;no-
2632;9;si-
2633;9;no-
2634;8;no-
2635;9;no-
2636;10;no-
2637;8;no-
2638;9;si-
2639;8;si-
2640;10;no-
2641;9;no-
2642;9;no-
2643;9;si-
2644;9;no-
2645;9;si-
2646;10;no-
2647;8;no-
2648;10;no-
2649;9;no-
2650;8;no-
2651;9;no-
2652;9;no-
2653;9;no-
2654;9;si-
2655;9;no-
2656;9;no-
2657;9;no-
2658;9;no-
2659;9;no-
2660;9;no-
2661;9;no-
2662;9;no-
2663;9;no-
2664;9;no-
2665;9;si-
2666;9;no-
2667;10;si-
2668;8;no-
2669;9;si-
2670;9;no-
2671;9;no-
2672;9;no-
2673;8;no-
2674;10;no-
2675;9;si-
2676;9;no-
2677;9;no-
2678;8;no-
2679;9;no-
2680;10;no-
2681;8;si-
2682;9;no-
2683;9;no-
2684;9;si-
2685;6;si-
2686;9;si-
2687;8;no-
2688;9;no-
2689;9;no-
2690;8;no-
2691;9;no-
2692;10;no-
2693;10;no-
2694;10;si-
2695;11;no-
2696;10;si-
2697;10;no-
2698;8;no-
2699;9;si-
2700;9;no-
2701;9;si-
2702;9;si-
2703;9;no-
2704;9;no-
2705;9;si-
2706;9;si-
2707;8;no-
2708;10;no-
2709;9;no-
2710;8;no-
2711;9;no-
2712;9;no-
2713;9;no-
2714;9;no-
2715;10;si-
2716;9;no-
2717;8;no-
2718;10;no-
2719;9;si-
2720;2;si-
2721;8;no-
2722;10;no-
2723;9;no-
2724;9;si-
2725;9;no-
2726;9;no-
2727;9;si-
2728;9;no-
2729;9;si-
2730;9;no-
2731;9;si-
2732;9;no-
2733;9;si-
2734;9;si-
2735;9;no-
2736;8;si-
2737;9;si-
2738;8;si-
2739;9;no-
2740;8;no-
2741;9;si-
2742;8;no-
2743;9;no-
2744;10;no-
2745;10;no-
2746;9;no-
2747;9;no-
2748;9;no-
2749;9;si-
2750;10;no-
2751;9;no-
2752;9;no-
2753;8;no-
2754;9;si-
2755;10;no-
2756;9;no-
2757;8;no-
2758;9;no-
2759;8;no-
2760;9;si-
2761;8;no-
2762;10;no-
2763;9;no-
2764;9;si-
2765;9;si-
2766;9;no-
2767;10;no-
2768;9;no-
2769;9;no-
2770;9;si-
2771;8;no-
2772;9;si-
2773;9;no-
2774;9;si-
2775;9;no-
2776;9;no-
2777;9;no-
2778;10;no-
2779;9;no-
2780;9;no-
2781;9;no-
2782;8;si-
2783;9;no-
2784;9;no-
2785;9;si-
2786;10;no-
2787;9;no-
2788;9;no-
2789;9;no-
2790;9;si-
2791;8;no-
2792;9;si-
2793;9;no-
2794;9;no-
2795;9;no-
2796;9;no-
2797;10;no-
2798;9;no-
2799;9;no-
2800;8;si-
2801;9;no-
2802;9;no-
2803;9;no-
2804;9;si-
2805;9;no-
2806;9;si-
2807;9;si-
2808;8;no-
2809;9;si-
2810;8;no-
2811;10;si-
2812;9;si-
2813;9;si-
2814;10;no-
2815;9;si-
2816;9;no-
2817;8;no-
2818;10;si-
2819;9;si-
2820;8;no-
2821;9;no-
2822;9;no-
2823;9;si-
2824;9;no-
2825;8;no-
2826;10;no-
2827;9;no-
2828;9;no-
2829;8;si-
2830;9;no-
2831;8;si-
2832;9;si-
2833;10;si-
2834;9;si-
2835;9;no-
2836;9;no-
2837;9;no-
2838;9;no-
2839;9;no-
2840;9;no-
2841;8;no-
2842;9;no-
2843;9;no-
2844;9;no-
2845;9;no-
2846;9;no-
2847;9;no-
2848;9;no-
2849;9;no-
2850;9;si-
2851;9;no-
2852;9;no-
2853;9;no-
2854;9;no-
2855;8;no-
2856;10;si-
2857;9;no-
2858;10;no-
2859;9;no-
2860;9;si-
2861;9;no-
2862;8;no-
2863;10;si-
2864;9;no-
2865;9;no-
2866;9;no-
2867;8;no-
2868;8;si-
2869;9;no-
2870;9;si-
2871;10;no-
2872;9;no-
2873;9;no-
2874;9;si-
2875;10;no-
2876;9;si-
2877;9;no-
2878;9;no-
2879;10;no-
2880;8;si-
2881;10;no-
2882;9;no-
2883;9;no-
2884;9;no-
2885;9;no-
2886;10;no-
2887;10;no-
2888;10;no-
2889;11;no-
2890;10;si-
2891;10;no-
2892;9;no-
2893;10;no-
2894;10;si-
2895;9;no-
2896;10;no-
2897;10;no-
2898;10;no-
2899;10;si-
2900;10;si-
2901;10;no-
2902;9;si-
2903;10;no-
2904;9;si-
2905;10;no-
2906;10;no-
2907;10;no-
2908;10;no-
2909;10;no-
2910;9;no-
2911;10;no-
2912;10;no-
2913;10;no-
2914;10;no-
2915;11;no-
2916;11;no-
2917;10;no-
2918;10;si-
2919;10;no-
2920;9;no-
2921;11;no-
2922;10;no-
2923;10;no-
2924;10;no-
2925;10;no-
2926;10;si-
2927;10;no-
2928;10;si-
2929;9;no-
2930;10;no-
2931;11;no-
2932;10;no-
2933;10;no-
2934;10;si-
2935;9;si-
2936;10;no-
2937;9;no-
2938;10;no-
2939;10;no-
2940;9;no-
2941;10;no-
2942;9;no-
2943;10;no-
2944;10;si-
2945;9;si-
2946;10;no-
2947;10;si-
2948;10;si-
2949;10;no-
2950;10;no-
2951;10;si-
2952;9;no-
2953;10;no-
2954;9;no-
2955;10;si-
2956;10;no-
2957;10;no-
2958;9;no-
2959;10;no-
2960;9;si-
2961;10;no-
2962;10;no-
2963;10;no-
2964;9;no-
2965;9;si-
2966;9;no-
2967;9;si-
2968;9;no-
2969;9;no-
2970;10;no-
2971;9;no-
2972;10;no-
2973;10;no-
2974;10;no-
2975;9;no-
2976;10;no-
2977;10;no-
2978;11;no-
2979;11;si-
2980;10;no-
2981;10;no-
2982;11;no-
2983;9;no-
2984;10;si-
2985;10;no-
2986;10;no-
2987;9;si-
2988;9;no-
2989;9;si-
2990;9;no-
2991;9;no-
2992;8;si-
2993;10;no-
2994;9;no-
2995;10;no-
2996;9;si-
2997;9;si-
2998;9;si-
2999;8;no-
3000;9;si-
3001;9;si-
3002;9;no-
3003;9;si-
3004;8;no-
3005;9;no-
3006;9;si-
3007;9;si-
3008;9;no-
3009;9;si-
3010;9;si-
3011;10;si-
3012;9;no-
3013;9;no-
3014;9;no-
3015;9;no-
3016;9;no-
3017;9;no-
3018;9;no-
3019;10;no-
3020;9;no-
3021;8;si-
3022;8;no-
3023;9;no-
3024;9;no-
3025;9;no-
3026;9;no-
3027;8;no-
3028;9;si-
3029;9;no-
3030;9;no-
3031;9;si-
3032;9;si-
3033;9;no-
3034;9;si-
3035;8;no-
3036;9;si-
3037;9;no-
3038;10;no-
3039;9;si-
3040;8;no-
3041;9;no-
3042;8;no-
3043;10;si-
3044;9;si-
3045;9;si-
3046;9;si-
3047;9;no-
3048;8;si-
3049;9;si-
3050;9;no-
3051;9;no-
3052;9;no-
3053;9;si-
3054;9;no-
3055;5;si-
3056;9;no-
3057;8;no-
3058;10;no-
3059;10;no-
3060;3;si-
3061;9;no-
3062;9;si-
3063;9;no-
3064;9;no-
3065;9;no-
3066;9;no-
3067;9;no-
3068;9;no-
3069;9;no-
3070;9;no-
3071;9;no-
3072;9;no-
3073;9;no-
3074;9;no-
3075;9;si-
3076;9;no-
3077;6;si-
3078;8;si-
3079;10;no-
3080;9;no-
3081;9;no-
3082;10;no-
3083;9;no-
3084;9;si-
3085;8;no-
3086;10;si-
3087;9;si-
3088;9;si-
3089;8;no-
3090;9;no-
3091;10;si-
3092;9;si-
3093;8;no-
3094;9;no-
3095;9;no-
3096;9;no-
3097;9;si-
3098;9;no-
3099;10;no-
3100;9;si-
3101;9;no-
3102;8;no-
3103;10;no-
3104;9;no-
3105;9;si-
3106;9;no-
3107;9;no-
3108;9;no-
3109;9;no-
3110;9;no-
3111;9;si-
3112;9;si-
3113;8;no-
3114;9;no-
3115;9;si-
3116;9;no-
3117;9;si-
3118;8;no-
3119;9;no-
3120;10;no-
3121;9;si-
3122;9;si-
3123;8;no-
3124;10;no-
3125;9;no-
3126;9;si-
3127;9;si-
3128;10;no-
3129;11;no-
3130;10;no-
3131;10;no-
3132;9;no-
3133;9;no-
3134;9;no-
3135;9;no-
3136;8;si-
3137;10;si-
3138;10;no-
3139;9;no-
3140;10;no-
3141;9;no-
3142;10;no-
3143;9;no-
3144;10;no-
3145;9;si-
3146;9;no-
3147;9;si-
3148;10;no-
3149;9;no-
3150;10;no-
3151;9;no-
3152;9;si-
3153;10;no-
3154;9;no-
3155;10;no-
3156;10;si-
3157;9;si-
3158;10;si-
3159;3;si-
3160;9;no-
3161;10;si-
3162;9;no-
3163;9;si-
3164;10;no-
3165;9;no-
3166;9;si-
3167;9;no-
3168;10;si-
3169;9;no-
3170;10;no-
3171;9;no-
3172;10;no-
3173;10;no-
3174;9;no-
3175;9;no-
3176;9;si-
3177;10;si-
3178;9;si-
3179;9;no-
3180;10;no-
3181;9;no-
3182;10;no-
3183;9;no-
3184;10;no-
3185;9;no-
3186;3;si-
3187;9;no-
3188;9;no-
3189;9;si-
3190;9;si-
3191;9;no-
3192;9;si-
3193;8;no-
3194;9;no-
3195;9;no-
3196;9;si-
3197;9;no-
3198;9;no-
3199;8;si-
3200;9;no-
3201;9;no-
3202;10;no-
3203;9;no-
3204;10;no-
3205;9;no-
3206;8;no-
3207;9;no-
3208;9;si-
3209;9;si-
3210;9;no-
3211;10;no-
3212;9;si-
3213;8;no-
3214;9;no-
3215;9;no-
3216;9;no-
3217;9;no-
3218;9;si-
3219;9;no-
3220;9;no-
3221;9;no-
3222;8;no-
3223;9;no-
3224;10;si-
3225;9;no-
3226;8;no-
3227;9;no-
3228;10;si-
3229;8;no-
3230;9;no-
3231;10;si-
3232;9;si-
3233;10;no-
3234;8;si-
3235;9;no-
3236;10;si-
3237;9;no-
3238;9;no-
3239;8;si-
3240;10;no-
3241;8;no-
3242;9;no-
3243;10;no-
3244;8;si-
3245;10;si-
3246;9;si-
3247;8;no-
3248;8;si-
3249;9;no-
3250;8;si-
3251;9;no-
3252;9;no-
3253;9;no-
3254;9;no-
3255;8;no-
3256;10;no-
3257;9;no-
3258;10;no-
3259;9;no-
3260;8;no-
3261;9;no-
3262;9;no-
3263;9;no-
3264;9;no-
3265;9;no-
3266;9;no-
3267;9;no-
3268;9;no-
3269;9;no-
3270;9;no-
3271;10;no-
3272;9;si-
3273;9;si-
3274;9;no-
3275;9;no-
3276;9;no-
3277;9;no-
3278;9;no-
3279;8;no-
3280;9;no-
3281;9;si-
3282;8;no-
3283;8;no-
3284;9;no-
3285;8;no-
3286;9;no-
3287;8;si-
3288;9;no-
3289;9;no-
3290;9;no-
3291;9;no-
3292;9;no-
3293;8;no-
3294;9;si-
3295;8;no-
3296;9;no-
3297;9;no-
3298;9;no-
3299;8;no-
3300;9;no-
3301;9;no-
3302;10;si-
3303;9;si-
3304;9;si-
3305;9;si-
3306;6;si-
3307;10;no-
3308;10;no-
3309;10;si-
3310;9;si-
3311;9;no-
3312;9;si-
3313;9;no-
3314;9;no-
3315;9;no-
3316;9;no-
3317;10;no-
3318;10;no-
3319;11;no-
3320;9;si-
3321;10;no-
3322;10;no-
3323;11;no-
3324;10;no-
3325;10;no-
3326;10;no-
3327;10;no-
3328;10;no-
3329;11;no-
3330;9;no-
3331;9;no-
3332;10;no-
3333;10;no-
3334;10;no-
3335;10;no-
3336;9;no-
3337;10;si-
3338;10;no-
3339;10;si-
3340;10;no-
3341;11;no-
3342;10;no-
3343;10;no-
3344;10;no-
3345;10;no-
3346;10;si-
3347;10;no-
3348;9;no-
3349;9;no-
3350;10;no-
3351;8;no-
3352;9;si-
3353;10;no-
3354;10;si-
3355;9;no-
3356;9;no-
3357;9;no-
3358;9;no-
3359;9;no-
3360;8;si-
3361;9;no-
3362;9;no-
3363;9;no-
3364;9;no-
3365;9;si-
3366;8;si-
3367;8;si-
3368;9;no-
3369;8;si-
3370;9;si-
3371;9;si-
3372;9;no-
3373;8;no-
3374;9;no-
3375;10;no-
3376;8;no-
3377;9;no-
3378;9;no-
3379;8;si-
3380;9;no-
3381;8;no-
3382;9;no-
3383;8;no-
3384;9;si-
3385;8;no-
3386;9;no-
3387;9;no-
3388;9;no-
3389;10;si-
3390;10;si-
3391;10;si-
3392;10;si-
3393;10;si-
3394;10;no-
3395;10;no-
3396;9;si-
3397;10;no-
3398;10;no-
3399;10;no-
3400;10;si-
3401;9;si-
3402;10;no-
3403;10;no-
3404;10;no-
3405;10;no-
3406;10;no-
3407;10;no-
3408;10;no-
3409;10;no-
3410;10;si-
3411;9;no-
3412;10;si-
3413;10;no-
3414;10;si-
3415;10;no-
3416;10;no-
3417;10;si-
3418;9;no-
3419;10;no-
3420;10;no-
3421;9;no-
3422;8;no-
3423;9;no-
3424;9;no-
3425;10;no-
3426;9;no-
3427;9;no-
3428;9;no-
3429;8;no-
3430;9;no-
3431;9;no-
3432;9;si-
3433;9;no-
3434;9;no-
3435;9;si-
3436;9;no-
3437;10;no-
3438;9;no-
3439;9;no-
3440;8;si-
3441;9;no-
3442;9;si-
3443;9;no-
3444;9;si-
3445;9;no-
3446;10;no-
3447;8;no-
3448;8;no-
3449;9;no-
3450;8;si-
3451;9;no-
3452;8;no-
3453;9;no-
3454;9;no-
3455;9;no-
3456;9;si-
3457;9;no-
3458;9;si-
3459;9;no-
3460;9;no-
3461;9;no-
3462;9;no-
3463;10;no-
3464;8;si-
3465;9;no-
3466;9;si-
3467;9;no-
3468;9;no-
3469;9;si-
3470;9;no-
3471;9;no-
3472;8;si-
3473;9;no-
3474;10;no-
3475;8;no-
3476;10;no-
3477;9;si-
3478;9;no-
3479;9;no-
3480;9;no-
3481;9;si-
3482;9;si-
3483;9;no-
3484;8;si-
3485;8;no-
3486;9;no-
3487;9;no-
3488;9;si-
3489;9;no-
3490;9;si-
3491;9;si-
3492;9;no-
3493;9;no-
3494;9;si-
3495;10;si-
3496;9;si-
3497;8;no-
3498;9;si-
3499;9;no-
3500;9;no-
3501;9;no-
3502;9;no-
3503;9;no-
3504;9;no-
3505;9;si-
3506;9;no-
3507;9;si-
3508;9;si-
3509;9;no-
3510;2;si-
3511;9;no-
3512;9;no-
3513;9;si-
3514;9;no-
3515;10;no-
3516;9;no-
3517;10;si-
3518;10;si-
3519;10;no-
3520;10;si-
3521;10;no-
3522;10;no-
3523;9;no-
3524;10;no-
3525;10;no-
3526;10;no-
3527;10;no-
3528;11;si-
3529;10;no-
3530;10;no-
3531;9;si-
3532;9;si-
3533;10;no-
3534;10;si-
3535;9;no-
3536;11;no-
3537;10;no-
3538;9;no-
3539;10;no-
3540;10;si-
3541;10;no-
3542;9;si-
3543;9;no-
3544;9;no-
3545;10;no-
3546;9;no-
3547;9;si-
3548;8;si-
3549;10;no-
3550;9;no-
3551;9;si-
3552;9;no-
3553;10;no-
3554;9;si-
3555;9;si-
3556;9;no-
3557;9;si-
3558;9;si-
3559;8;si-
3560;9;si-
3561;9;no-
3562;9;no-
3563;9;si-
3564;9;no-
3565;8;no-
3566;9;no-
3567;8;no-
3568;9;no-
3569;10;no-
3570;9;no-
3571;9;si-
3572;9;si-
3573;8;si-
3574;10;si-
3575;8;no-
3576;10;no-
3577;9;no-
3578;9;no-
3579;9;si-
3580;9;no-
3581;8;si-
3582;9;no-
3583;9;no-
3584;9;si-
3585;9;si-
3586;9;no-
3587;9;no-
3588;9;si-
3589;9;si-
3590;9;si-
3591;9;no-
3592;9;no-
3593;9;si-
3594;2;si-
3595;9;no-
3596;10;no-
3597;9;no-
3598;9;no-
3599;10;si-
3600;8;no-
3601;9;no-
3602;8;no-
3603;9;si-
3604;9;si-
