Resumen Busqueda Ordenada:-
Tiempos de Busquedas Ordenadas:-
Ciclo Busqueda Ordenada; Tiempo; Resultado-
1858;17;no-
1859;18;no-
1860;18;no-
1861;0;si-
1862;18;no-
1863;17;no-
1864;0;si-
1865;19;no-
1866;18;no-
1867;15;no-
1868;0;si-
1869;0;si-
1870;17;no-
1871;17;no-
1872;16;no-
1873;17;no-
1874;0;si-
1875;16;no-
1876;16;no-
1877;16;no-
1878;15;no-
1879;17;no-
1880;0;si-
1881;21;no-
1882;0;si-
1883;0;si-
1884;16;no-
1885;16;no-
1886;15;no-
1887;0;si-
1888;0;si-
1889;17;no-
1890;15;no-
1891;16;no-
1892;16;no-
1893;0;si-
1894;15;no-
1895;0;si-
1896;18;no-
1897;16;no-
1898;17;no-
1899;17;no-
1900;16;no-
1901;17;no-
1902;18;no-
1903;16;no-
1904;18;no-
1905;0;si-
1906;16;no-
1907;17;no-
1908;15;no-
1909;19;no-
1910;15;no-
1911;0;si-
1912;18;no-
1913;17;no-
1914;0;si-
1915;17;no-
1916;0;si-
1917;17;no-
1918;16;no-
1919;15;no-
1920;16;no-
1921;15;no-
1922;0;si-
1923;0;si-
1924;0;si-
1925;0;si-
1926;17;no-
1927;0;si-
1928;0;si-
1929;0;si-
1930;19;no-
1931;16;no-
1932;0;si-
1933;0;si-
1934;15;no-
1935;15;no-
1936;19;no-
1937;0;si-
1938;0;si-
1939;15;no-
1940;14;no-
1941;14;no-
1942;16;no-
1943;18;no-
1944;14;no-
1945;0;si-
1946;15;no-
1947;18;no-
1948;16;no-
1949;0;si-
1950;16;no-
1951;22;no-
1952;17;no-
1953;15;no-
1954;15;no-
1955;19;no-
1956;17;no-
1957;17;no-
1958;17;no-
1959;19;no-
1960;15;no-
1961;16;no-
1962;0;si-
1963;16;no-
1964;16;no-
1965;0;si-
1966;0;si-
1967;15;no-
1968;0;si-
1969;15;no-
1970;16;no-
1971;15;no-
1972;16;no-
1973;17;no-
1974;14;no-
1975;15;no-
1976;14;no-
1977;18;no-
1978;14;no-
1979;15;no-
1980;0;si-
1981;0;si-
1982;16;no-
1983;0;si-
1984;16;no-
1985;14;no-
1986;19;no-
1987;16;no-
1988;0;si-
1989;15;no-
1990;15;no-
1991;0;si-
1992;15;no-
1993;17;no-
1994;16;no-
1995;15;no-
1996;15;no-
1997;19;no-
1998;0;si-
1999;16;no-
2000;14;no-
2001;14;no-
2002;15;no-
2003;14;no-
2004;0;si-
2005;0;si-
2006;0;si-
2007;15;no-
2008;0;si-
2009;17;no-
2010;15;no-
2011;14;no-
2012;0;si-
2013;0;si-
2014;18;no-
2015;14;no-
2016;18;no-
2017;15;no-
2018;0;si-
2019;0;si-
2020;19;no-
2021;14;no-
2022;0;si-
2023;15;no-
2024;17;no-
2025;14;no-
2026;20;no-
2027;15;no-
2028;16;no-
2029;0;si-
2030;0;si-
2031;15;no-
2032;0;si-
2033;15;no-
2034;17;no-
2035;18;no-
2036;20;no-
2037;17;no-
2038;15;no-
2039;15;no-
2040;0;si-
2041;0;si-
2042;16;no-
2043;0;si-
2044;19;no-
2045;15;no-
2046;0;si-
2047;14;no-
2048;14;no-
2049;19;no-
2050;15;no-
2051;15;no-
2052;18;no-
2053;0;si-
2054;0;si-
2055;0;si-
2056;17;no-
2057;0;si-
2058;0;si-
2059;17;no-
2060;17;no-
2061;15;no-
2062;0;si-
2063;0;si-
2064;14;no-
2065;14;no-
2066;19;no-
2067;0;si-
2068;18;no-
2069;0;si-
2070;15;no-
2071;14;no-
2072;0;si-
2073;14;no-
2074;14;no-
2075;15;no-
2076;0;si-
2077;14;no-
2078;15;no-
2079;16;no-
2080;18;no-
2081;0;si-
2082;16;no-
2083;17;no-
2084;0;si-
2085;17;no-
2086;15;no-
2087;0;si-
2088;18;no-
2089;0;si-
2090;0;si-
2091;0;si-
2092;0;si-
2093;19;no-
2094;17;no-
2095;15;no-
2096;14;no-
2097;19;no-
2098;16;no-
2099;16;no-
2100;19;no-
2101;0;si-
2102;16;no-
2103;15;no-
2104;15;no-
2105;14;no-
2106;17;no-
2107;15;no-
2108;14;no-
2109;16;no-
2110;0;si-
2111;15;no-
2112;16;no-
2113;15;no-
2114;17;no-
2115;0;si-
2116;15;no-
2117;0;si-
2118;0;si-
2119;14;no-
2120;15;no-
2121;0;si-
2122;0;si-
2123;14;no-
2124;14;no-
2125;14;no-
2126;16;no-
2127;18;no-
2128;15;no-
2129;14;no-
2130;0;si-
2131;0;si-
2132;0;si-
2133;14;no-
2134;18;no-
2135;0;si-
2136;0;si-
2137;15;no-
2138;15;no-
2139;0;si-
2140;14;no-
2141;15;no-
2142;0;si-
2143;15;no-
2144;16;no-
2145;15;no-
2146;0;si-
2147;16;no-
2148;15;no-
2149;17;no-
2150;18;no-
2151;14;no-
2152;14;no-
2153;15;no-
2154;14;no-
2155;0;si-
2156;19;no-
2157;0;si-
2158;16;no-
2159;17;no-
2160;17;no-
2161;0;si-
2162;14;no-
2163;14;no-
2164;14;no-
2165;17;no-
2166;15;no-
2167;0;si-
2168;17;no-
2169;15;no-
2170;0;si-
2171;14;no-
2172;0;si-
2173;16;no-
2174;0;si-
2175;17;no-
2176;14;no-
2177;17;no-
2178;14;no-
2179;18;no-
2180;15;no-
2181;0;si-
2182;14;no-
2183;18;no-
2184;17;no-
2185;15;no-
2186;15;no-
2187;20;no-
2188;15;no-
2189;17;no-
2190;0;si-
2191;14;no-
2192;13;no-
2193;14;no-
2194;16;no-
2195;0;si-
2196;17;no-
2197;14;no-
2198;0;si-
2199;16;no-
2200;0;si-
2201;14;no-
2202;0;si-
2203;14;no-
2204;19;no-
2205;16;no-
2206;0;si-
2207;15;no-
2208;0;si-
2209;0;si-
2210;0;si-
2211;15;no-
2212;17;no-
2213;0;si-
2214;0;si-
2215;0;si-
2216;14;no-
2217;14;no-
2218;14;no-
2219;0;si-
2220;17;no-
2221;16;no-
2222;15;no-
2223;0;si-
2224;0;si-
2225;14;no-
2226;15;no-
2227;16;no-
2228;19;no-
2229;17;no-
2230;15;no-
2231;15;no-
2232;0;si-
2233;17;no-
2234;18;no-
2235;17;no-
2236;14;no-
2237;16;no-
2238;19;no-
2239;0;si-
2240;0;si-
2241;15;no-
2242;16;no-
2243;18;no-
2244;16;no-
2245;14;no-
2246;14;no-
2247;14;no-
2248;17;no-
2249;14;no-
2250;18;no-
2251;16;no-
2252;0;si-
2253;0;si-
2254;17;no-
2255;16;no-
2256;0;si-
2257;15;no-
2258;17;no-
2259;19;no-
2260;15;no-
2261;15;no-
2262;15;no-
2263;0;si-
2264;18;no-
2265;16;no-
2266;0;si-
2267;16;no-
2268;17;no-
2269;16;no-
2270;0;si-
2271;17;no-
2272;0;si-
2273;16;no-
2274;17;no-
2275;17;no-
2276;14;no-
2277;0;si-
2278;14;no-
2279;13;no-
2280;16;no-
2281;15;no-
2282;0;si-
2283;14;no-
2284;14;no-
2285;14;no-
2286;0;si-
2287;16;no-
2288;0;si-
2289;0;si-
2290;0;si-
2291;0;si-
2292;0;si-
2293;15;no-
2294;0;si-
2295;17;no-
2296;0;si-
2297;0;si-
2298;15;no-
2299;0;si-
2300;14;no-
2301;0;si-
2302;0;si-
2303;15;no-
2304;14;no-
2305;13;no-
2306;17;no-
2307;0;si-
2308;14;no-
2309;0;si-
2310;16;no-
2311;0;si-
2312;18;no-
2313;17;no-
2314;15;no-
2315;0;si-
2316;16;no-
2317;0;si-
2318;0;si-
2319;0;si-
2320;0;si-
2321;17;no-
2322;0;si-
2323;14;no-
2324;18;no-
2325;15;no-
2326;17;no-
2327;0;si-
2328;16;no-
2329;17;no-
2330;0;si-
2331;17;no-
2332;14;no-
2333;15;no-
2334;14;no-
2335;16;no-
2336;14;no-
2337;14;no-
2338;0;si-
2339;14;no-
2340;14;no-
2341;14;no-
2342;0;si-
2343;14;no-
2344;15;no-
2345;0;si-
2346;0;si-
2347;17;no-
2348;15;no-
2349;0;si-
2350;15;no-
2351;0;si-
2352;16;no-
2353;19;no-
2354;0;si-
2355;0;si-
2356;16;no-
2357;16;no-
2358;17;no-
2359;16;no-
2360;19;no-
2361;14;no-
2362;13;no-
2363;16;no-
2364;17;no-
2365;13;no-
2366;18;no-
2367;14;no-
2368;13;no-
2369;0;si-
2370;14;no-
2371;14;no-
2372;0;si-
2373;0;si-
2374;0;si-
2375;14;no-
2376;13;no-
2377;16;no-
2378;0;si-
2379;0;si-
2380;15;no-
2381;16;no-
2382;0;si-
2383;15;no-
2384;0;si-
2385;17;no-
2386;0;si-
2387;16;no-
2388;18;no-
2389;0;si-
2390;17;no-
2391;0;si-
2392;15;no-
2393;16;no-
2394;14;no-
2395;14;no-
2396;14;no-
2397;13;no-
2398;14;no-
2399;0;si-
2400;0;si-
2401;15;no-
2402;0;si-
2403;18;no-
2404;16;no-
2405;16;no-
2406;14;no-
2407;19;no-
2408;14;no-
2409;15;no-
2410;0;si-
2411;15;no-
2412;0;si-
2413;14;no-
2414;14;no-
2415;13;no-
2416;15;no-
2417;16;no-
2418;0;si-
2419;0;si-
2420;0;si-
2421;0;si-
2422;0;si-
2423;16;no-
2424;15;no-
2425;0;si-
2426;0;si-
2427;17;no-
2428;0;si-
2429;16;no-
2430;15;no-
2431;0;si-
2432;0;si-
2433;15;no-
2434;0;si-
2435;19;no-
2436;14;no-
2437;0;si-
2438;0;si-
2439;15;no-
2440;0;si-
2441;0;si-
2442;16;no-
2443;0;si-
2444;18;no-
2445;0;si-
2446;16;no-
2447;15;no-
2448;0;si-
2449;14;no-
2450;17;no-
2451;0;si-
2452;0;si-
2453;0;si-
2454;0;si-
2455;14;no-
2456;17;no-
2457;14;no-
2458;0;si-
2459;14;no-
2460;0;si-
2461;16;no-
2462;18;no-
2463;17;no-
2464;16;no-
2465;16;no-
2466;16;no-
2467;17;no-
2468;16;no-
2469;0;si-
2470;15;no-
2471;16;no-
2472;17;no-
2473;14;no-
2474;13;no-
2475;14;no-
2476;0;si-
2477;13;no-
2478;14;no-
2479;13;no-
2480;14;no-
2481;16;no-
2482;16;no-
2483;15;no-
2484;15;no-
2485;0;si-
2486;14;no-
2487;14;no-
2488;17;no-
2489;14;no-
2490;16;no-
2491;17;no-
2492;17;no-
2493;14;no-
2494;14;no-
2495;0;si-
2496;13;no-
2497;17;no-
2498;14;no-
2499;0;si-
2500;13;no-
2501;18;no-
2502;15;no-
2503;13;no-
2504;0;si-
2505;16;no-
2506;0;si-
2507;15;no-
2508;14;no-
2509;0;si-
2510;14;no-
2511;13;no-
2512;14;no-
2513;13;no-
2514;15;no-
2515;0;si-
2516;19;no-
2517;16;no-
2518;0;si-
2519;14;no-
2520;13;no-
2521;14;no-
2522;13;no-
2523;14;no-
2524;13;no-
2525;15;no-
2526;14;no-
2527;18;no-
2528;13;no-
2529;14;no-
2530;0;si-
2531;16;no-
2532;16;no-
2533;14;no-
2534;14;no-
2535;0;si-
2536;14;no-
2537;17;no-
2538;0;si-
2539;14;no-
2540;13;no-
2541;13;no-
2542;15;no-
2543;0;si-
2544;0;si-
2545;16;no-
2546;0;si-
2547;13;no-
2548;13;no-
2549;15;no-
2550;16;no-
2551;13;no-
2552;17;no-
2553;14;no-
2554;13;no-
2555;14;no-
2556;0;si-
2557;13;no-
2558;13;no-
2559;0;si-
2560;13;no-
2561;0;si-
2562;13;no-
2563;1;si-
2564;17;no-
2565;0;si-
2566;13;no-
2567;13;no-
2568;0;si-
2569;13;no-
2570;13;no-
2571;14;no-
2572;13;no-
2573;14;no-
2574;14;no-
2575;15;no-
2576;0;si-
2577;0;si-
2578;0;si-
2579;0;si-
2580;15;no-
2581;15;no-
2582;15;no-
2583;14;no-
2584;16;no-
2585;13;no-
2586;0;si-
2587;0;si-
2588;14;no-
2589;18;no-
2590;0;si-
2591;0;si-
2592;18;no-
2593;13;no-
2594;13;no-
2595;13;no-
2596;14;no-
2597;0;si-
2598;0;si-
2599;0;si-
2600;0;si-
2601;0;si-
2602;13;no-
2603;15;no-
2604;14;no-
2605;16;no-
2606;14;no-
2607;14;no-
2608;13;no-
2609;13;no-
2610;16;no-
2611;14;no-
2612;13;no-
2613;0;si-
2614;14;no-
2615;16;no-
2616;0;si-
2617;18;no-
2618;0;si-
2619;13;no-
2620;0;si-
2621;14;no-
2622;13;no-
2623;0;si-
2624;17;no-
2625;0;si-
2626;15;no-
2627;0;si-
2628;0;si-
2629;14;no-
2630;17;no-
2631;18;no-
2632;16;no-
2633;13;no-
2634;15;no-
2635;17;no-
2636;13;no-
2637;15;no-
2638;15;no-
2639;1;si-
2640;0;si-
2641;13;no-
2642;17;no-
2643;0;si-
2644;0;si-
2645;16;no-
2646;14;no-
2647;0;si-
2648;0;si-
2649;14;no-
2650;0;si-
2651;13;no-
2652;13;no-
2653;13;no-
2654;12;no-
2655;16;no-
2656;14;no-
2657;13;no-
2658;0;si-
2659;16;no-
2660;14;no-
2661;13;no-
2662;13;no-
2663;13;no-
2664;0;si-
2665;0;si-
2666;16;no-
2667;17;no-
2668;13;no-
2669;13;no-
2670;16;no-
2671;14;no-
2672;16;no-
2673;14;no-
2674;14;no-
2675;0;si-
2676;0;si-
2677;13;no-
2678;17;no-
2679;16;no-
2680;16;no-
2681;0;si-
2682;13;no-
2683;0;si-
2684;0;si-
2685;0;si-
2686;15;no-
2687;14;no-
2688;14;no-
2689;0;si-
2690;15;no-
2691;15;no-
2692;0;si-
2693;15;no-
2694;16;no-
2695;14;no-
2696;13;no-
2697;13;no-
2698;0;si-
2699;16;no-
2700;13;no-
2701;14;no-
2702;0;si-
2703;13;no-
2704;13;no-
2705;14;no-
2706;15;no-
2707;0;si-
2708;14;no-
2709;13;no-
2710;0;si-
2711;13;no-
2712;0;si-
2713;13;no-
2714;0;si-
2715;13;no-
2716;0;si-
2717;17;no-
2718;13;no-
2719;17;no-
2720;16;no-
2721;16;no-
2722;15;no-
2723;13;no-
2724;14;no-
2725;0;si-
2726;14;no-
2727;16;no-
2728;16;no-
2729;14;no-
2730;0;si-
2731;14;no-
2732;13;no-
2733;15;no-
2734;15;no-
2735;0;si-
2736;14;no-
2737;13;no-
2738;13;no-
2739;0;si-
2740;13;no-
2741;12;no-
2742;0;si-
2743;13;no-
2744;13;no-
2745;13;no-
2746;13;no-
2747;0;si-
2748;13;no-
2749;16;no-
2750;0;si-
2751;13;no-
2752;1;si-
2753;0;si-
2754;13;no-
2755;13;no-
2756;13;no-
2757;0;si-
2758;12;no-
2759;12;no-
2760;0;si-
2761;17;no-
2762;0;si-
2763;0;si-
2764;15;no-
2765;16;no-
2766;14;no-
2767;13;no-
2768;16;no-
2769;15;no-
2770;15;no-
2771;0;si-
2772;13;no-
2773;15;no-
2774;16;no-
2775;14;no-
2776;13;no-
2777;14;no-
2778;16;no-
2779;13;no-
2780;15;no-
2781;16;no-
2782;14;no-
2783;0;si-
2784;14;no-
2785;14;no-
2786;15;no-
2787;14;no-
2788;14;no-
2789;15;no-
2790;15;no-
2791;0;si-
2792;14;no-
2793;16;no-
2794;12;no-
2795;14;no-
2796;13;no-
2797;0;si-
2798;15;no-
2799;13;no-
2800;14;no-
2801;16;no-
2802;13;no-
2803;13;no-
2804;0;si-
2805;0;si-
2806;0;si-
2807;0;si-
2808;0;si-
2809;16;no-
2810;13;no-
2811;13;no-
2812;13;no-
2813;13;no-
2814;13;no-
2815;13;no-
2816;13;no-
2817;16;no-
2818;13;no-
2819;14;no-
2820;1;si-
2821;14;no-
2822;13;no-
2823;0;si-
2824;0;si-
2825;17;no-
2826;14;no-
2827;13;no-
2828;16;no-
2829;13;no-
2830;13;no-
2831;13;no-
2832;13;no-
2833;13;no-
2834;14;no-
2835;15;no-
2836;13;no-
2837;0;si-
2838;0;si-
2839;12;no-
2840;12;no-
2841;15;no-
2842;0;si-
2843;0;si-
2844;16;no-
2845;13;no-
2846;14;no-
2847;0;si-
2848;15;no-
2849;0;si-
2850;13;no-
2851;13;no-
2852;16;no-
2853;15;no-
2854;17;no-
2855;13;no-
2856;13;no-
2857;13;no-
2858;15;no-
2859;14;no-
2860;14;no-
2861;16;no-
2862;0;si-
2863;0;si-
2864;15;no-
2865;15;no-
2866;13;no-
2867;0;si-
2868;0;si-
2869;15;no-
2870;14;no-
2871;0;si-
2872;13;no-
2873;14;no-
2874;14;no-
2875;0;si-
2876;15;no-
2877;16;no-
2878;16;no-
2879;0;si-
2880;0;si-
2881;0;si-
2882;14;no-
2883;14;no-
2884;13;no-
2885;14;no-
2886;16;no-
2887;15;no-
2888;0;si-
2889;15;no-
2890;13;no-
2891;14;no-
2892;0;si-
2893;14;no-
2894;16;no-
2895;13;no-
2896;13;no-
2897;14;no-
2898;15;no-
2899;14;no-
2900;14;no-
2901;14;no-
2902;13;no-
2903;17;no-
2904;16;no-
2905;0;si-
2906;0;si-
2907;14;no-
2908;13;no-
2909;14;no-
2910;13;no-
2911;14;no-
2912;14;no-
2913;17;no-
2914;13;no-
2915;14;no-
2916;0;si-
2917;14;no-
2918;14;no-
2919;0;si-
2920;15;no-
2921;16;no-
2922;13;no-
2923;1;si-
2924;0;si-
2925;14;no-
2926;14;no-
2927;16;no-
2928;14;no-
2929;14;no-
2930;16;no-
2931;13;no-
2932;14;no-
2933;15;no-
2934;12;no-
2935;18;no-
2936;13;no-
2937;18;no-
2938;0;si-
2939;18;no-
2940;14;no-
2941;15;no-
2942;0;si-
2943;13;no-
2944;15;no-
2945;0;si-
2946;13;no-
2947;13;no-
2948;0;si-
2949;0;si-
2950;13;no-
2951;13;no-
2952;13;no-
2953;13;no-
2954;12;no-
2955;13;no-
2956;0;si-
2957;0;si-
2958;0;si-
2959;13;no-
2960;0;si-
2961;15;no-
2962;14;no-
2963;15;no-
2964;14;no-
2965;13;no-
2966;13;no-
2967;16;no-
2968;13;no-
2969;12;no-
2970;16;no-
2971;0;si-
2972;0;si-
2973;13;no-
2974;17;no-
2975;14;no-
2976;13;no-
2977;0;si-
2978;13;no-
2979;13;no-
2980;13;no-
2981;0;si-
2982;13;no-
2983;0;si-
2984;13;no-
2985;0;si-
2986;0;si-
2987;14;no-
2988;14;no-
2989;14;no-
2990;0;si-
2991;14;no-
2992;13;no-
2993;13;no-
2994;14;no-
2995;14;no-
2996;15;no-
2997;0;si-
2998;0;si-
2999;13;no-
3000;0;si-
3001;13;no-
3002;0;si-
3003;14;no-
3004;0;si-
3005;0;si-
3006;14;no-
3007;13;no-
3008;12;no-
3009;0;si-
3010;13;no-
3011;15;no-
3012;15;no-
3013;13;no-
3014;0;si-
3015;13;no-
3016;12;no-
3017;13;no-
3018;14;no-
3019;0;si-
3020;0;si-
3021;13;no-
3022;0;si-
3023;0;si-
3024;14;no-
3025;14;no-
3026;13;no-
3027;16;no-
3028;13;no-
3029;15;no-
3030;14;no-
3031;16;no-
3032;0;si-
3033;13;no-
3034;13;no-
3035;12;no-
3036;15;no-
3037;0;si-
3038;0;si-
3039;13;no-
3040;17;no-
3041;17;no-
3042;0;si-
3043;14;no-
3044;0;si-
3045;17;no-
3046;13;no-
3047;12;no-
3048;13;no-
3049;12;no-
3050;12;no-
3051;0;si-
3052;16;no-
3053;13;no-
3054;15;no-
3055;0;si-
3056;0;si-
3057;17;no-
3058;13;no-
3059;12;no-
3060;0;si-
3061;13;no-
3062;0;si-
3063;0;si-
3064;0;si-
3065;0;si-
3066;12;no-
3067;0;si-
3068;14;no-
3069;15;no-
3070;12;no-
3071;12;no-
3072;0;si-
3073;13;no-
3074;14;no-
3075;13;no-
3076;0;si-
3077;14;no-
3078;16;no-
3079;20;no-
3080;17;no-
3081;17;no-
3082;16;no-
3083;14;no-
3084;0;si-
3085;13;no-
3086;13;no-
3087;13;no-
3088;13;no-
3089;14;no-
3090;14;no-
3091;15;no-
3092;0;si-
3093;13;no-
3094;13;no-
3095;13;no-
3096;0;si-
3097;13;no-
3098;12;no-
3099;13;no-
3100;15;no-
3101;12;no-
3102;12;no-
3103;16;no-
3104;0;si-
3105;12;no-
3106;12;no-
3107;13;no-
3108;14;no-
3109;13;no-
3110;0;si-
3111;0;si-
3112;12;no-
3113;16;no-
3114;13;no-
3115;0;si-
3116;16;no-
3117;0;si-
3118;12;no-
3119;12;no-
3120;12;no-
3121;0;si-
3122;12;no-
3123;12;no-
3124;0;si-
3125;12;no-
3126;1;si-
3127;12;no-
3128;12;no-
3129;17;no-
3130;12;no-
3131;14;no-
3132;0;si-
3133;12;no-
3134;0;si-
3135;16;no-
3136;12;no-
3137;12;no-
3138;14;no-
3139;0;si-
3140;13;no-
3141;16;no-
3142;0;si-
3143;13;no-
3144;13;no-
3145;12;no-
3146;0;si-
3147;0;si-
3148;0;si-
3149;16;no-
3150;14;no-
3151;15;no-
3152;15;no-
3153;0;si-
3154;0;si-
3155;15;no-
3156;12;no-
3157;13;no-
3158;15;no-
3159;12;no-
3160;15;no-
3161;0;si-
3162;14;no-
3163;12;no-
3164;12;no-
3165;16;no-
3166;12;no-
3167;13;no-
3168;12;no-
3169;12;no-
3170;12;no-
3171;12;no-
3172;12;no-
3173;0;si-
3174;0;si-
3175;12;no-
3176;16;no-
3177;13;no-
3178;12;no-
3179;0;si-
3180;14;no-
3181;14;no-
3182;13;no-
3183;0;si-
3184;12;no-
3185;12;no-
3186;0;si-
3187;14;no-
3188;0;si-
3189;16;no-
3190;0;si-
3191;14;no-
3192;14;no-
3193;14;no-
3194;0;si-
3195;13;no-
3196;13;no-
3197;13;no-
3198;1;si-
3199;12;no-
3200;0;si-
3201;0;si-
3202;13;no-
3203;13;no-
3204;13;no-
3205;15;no-
3206;0;si-
3207;13;no-
3208;0;si-
3209;0;si-
3210;14;no-
3211;16;no-
3212;0;si-
3213;15;no-
3214;13;no-
3215;12;no-
3216;13;no-
3217;12;no-
3218;13;no-
3219;15;no-
3220;13;no-
3221;18;no-
3222;13;no-
3223;0;si-
3224;12;no-
3225;0;si-
3226;0;si-
3227;12;no-
3228;12;no-
3229;0;si-
3230;14;no-
3231;14;no-
3232;13;no-
3233;0;si-
3234;15;no-
3235;0;si-
3236;0;si-
3237;14;no-
3238;12;no-
3239;12;no-
3240;16;no-
3241;16;no-
3242;0;si-
3243;14;no-
3244;12;no-
3245;12;no-
3246;12;no-
3247;12;no-
3248;12;no-
3249;12;no-
3250;15;no-
3251;13;no-
3252;12;no-
3253;0;si-
3254;12;no-
3255;12;no-
3256;0;si-
3257;12;no-
3258;12;no-
3259;16;no-
3260;0;si-
3261;0;si-
3262;0;si-
3263;12;no-
3264;12;no-
3265;12;no-
3266;12;no-
3267;12;no-
3268;12;no-
3269;15;no-
3270;13;no-
3271;12;no-
3272;13;no-
3273;13;no-
3274;12;no-
3275;15;no-
3276;0;si-
3277;14;no-
3278;12;no-
3279;0;si-
3280;12;no-
3281;0;si-
3282;12;no-
3283;0;si-
3284;13;no-
3285;15;no-
3286;13;no-
3287;0;si-
3288;12;no-
3289;0;si-
3290;13;no-
3291;13;no-
3292;15;no-
3293;13;no-
3294;12;no-
3295;12;no-
3296;0;si-
3297;13;no-
3298;0;si-
3299;0;si-
3300;0;si-
3301;14;no-
3302;12;no-
3303;12;no-
3304;13;no-
3305;12;no-
3306;12;no-
3307;0;si-
3308;0;si-
3309;0;si-
3310;12;no-
3311;14;no-
3312;14;no-
3313;12;no-
3314;13;no-
3315;14;no-
3316;0;si-
3317;13;no-
3318;0;si-
3319;12;no-
3320;12;no-
3321;13;no-
3322;13;no-
3323;0;si-
3324;0;si-
3325;12;no-
3326;12;no-
3327;0;si-
3328;12;no-
3329;13;no-
3330;11;no-
3331;16;no-
3332;0;si-
3333;12;no-
3334;0;si-
3335;0;si-
3336;14;no-
3337;12;no-
3338;0;si-
3339;13;no-
3340;15;no-
3341;0;si-
3342;0;si-
3343;15;no-
3344;17;no-
3345;13;no-
3346;14;no-
3347;14;no-
3348;12;no-
3349;16;no-
3350;0;si-
3351;12;no-
3352;12;no-
3353;15;no-
3354;13;no-
3355;12;no-
3356;15;no-
3357;13;no-
3358;13;no-
3359;0;si-
3360;0;si-
3361;14;no-
3362;0;si-
3363;14;no-
3364;12;no-
3365;17;no-
3366;15;no-
3367;16;no-
3368;0;si-
3369;12;no-
3370;0;si-
3371;12;no-
3372;15;no-
3373;0;si-
3374;13;no-
3375;13;no-
3376;0;si-
3377;13;no-
3378;15;no-
3379;13;no-
3380;14;no-
3381;15;no-
3382;14;no-
3383;12;no-
3384;13;no-
3385;12;no-
3386;0;si-
3387;12;no-
3388;14;no-
3389;14;no-
3390;12;no-
3391;12;no-
3392;13;no-
3393;15;no-
3394;0;si-
3395;12;no-
3396;13;no-
3397;0;si-
3398;14;no-
3399;12;no-
3400;12;no-
3401;0;si-
3402;15;no-
3403;12;no-
3404;12;no-
3405;0;si-
3406;12;no-
3407;14;no-
3408;14;no-
3409;12;no-
3410;16;no-
3411;13;no-
3412;0;si-
3413;0;si-
3414;15;no-
3415;14;no-
3416;13;no-
3417;0;si-
3418;15;no-
3419;0;si-
3420;0;si-
3421;13;no-
3422;0;si-
3423;0;si-
3424;0;si-
3425;12;no-
3426;0;si-
3427;0;si-
3428;13;no-
3429;13;no-
3430;0;si-
3431;13;no-
3432;12;no-
3433;14;no-
3434;13;no-
3435;12;no-
3436;0;si-
3437;12;no-
3438;15;no-
3439;0;si-
3440;0;si-
3441;12;no-
3442;12;no-
3443;14;no-
3444;14;no-
3445;14;no-
3446;12;no-
3447;12;no-
3448;12;no-
3449;12;no-
3450;12;no-
3451;12;no-
3452;15;no-
3453;12;no-
3454;15;no-
3455;13;no-
3456;0;si-
3457;0;si-
3458;12;no-
3459;11;no-
3460;13;no-
3461;0;si-
3462;15;no-
3463;13;no-
3464;14;no-
3465;14;no-
3466;0;si-
3467;0;si-
3468;14;no-
3469;14;no-
3470;0;si-
3471;15;no-
3472;13;no-
3473;13;no-
3474;13;no-
3475;17;no-
3476;13;no-
3477;1;si-
3478;0;si-
3479;0;si-
3480;12;no-
3481;0;si-
3482;13;no-
3483;16;no-
3484;12;no-
3485;15;no-
3486;12;no-
3487;12;no-
3488;15;no-
3489;0;si-
3490;12;no-
3491;0;si-
3492;0;si-
3493;12;no-
3494;11;no-
3495;12;no-
3496;15;no-
3497;12;no-
3498;12;no-
3499;0;si-
3500;13;no-
3501;14;no-
3502;12;no-
3503;11;no-
3504;0;si-
3505;0;si-
3506;1;si-
3507;11;no-
3508;12;no-
3509;14;no-
3510;15;no-
3511;14;no-
3512;0;si-
3513;14;no-
3514;15;no-
3515;0;si-
3516;12;no-
3517;0;si-
3518;15;no-
3519;14;no-
3520;13;no-
3521;11;no-
3522;15;no-
3523;12;no-
3524;11;no-
3525;0;si-
3526;12;no-
3527;13;no-
3528;13;no-
3529;0;si-
3530;12;no-
3531;12;no-
3532;16;no-
3533;13;no-
3534;11;no-
3535;0;si-
3536;0;si-
3537;15;no-
3538;12;no-
3539;14;no-
3540;0;si-
3541;0;si-
3542;14;no-
3543;12;no-
3544;15;no-
3545;0;si-
3546;12;no-
3547;12;no-
3548;13;no-
3549;0;si-
3550;0;si-
3551;13;no-
3552;17;no-
3553;12;no-
3554;12;no-
3555;11;no-
3556;14;no-
3557;14;no-
3558;12;no-
3559;11;no-
3560;12;no-
3561;15;no-
3562;12;no-
3563;0;si-
3564;15;no-
3565;12;no-
3566;0;si-
3567;11;no-
3568;0;si-
3569;12;no-
3570;11;no-
3571;11;no-
3572;0;si-
3573;12;no-
3574;13;no-
3575;13;no-
3576;12;no-
3577;0;si-
3578;12;no-
3579;13;no-
3580;13;no-
3581;0;si-
3582;15;no-
3583;12;no-
3584;11;no-
3585;0;si-
3586;0;si-
3587;12;no-
3588;11;no-
3589;0;si-
3590;0;si-
3591;11;no-
3592;0;si-
3593;12;no-
3594;11;no-
3595;0;si-
3596;12;no-
3597;11;no-
3598;0;si-
